ticket_id,cliente_id,data_abertura,canal,categoria,prioridade,tempo_resposta_horas,tempo_resolucao_horas,satisfacao_cliente
TCK-02289,CLI-169,2026-04-14,email,duvida_de_uso,media,"1,38",7.127635877241445,4.0
TCK-02290,CLI-075,2026-04-14,telefone,bug,media,,10.208079066896204,5.0
TCK-02291,CLI-072,2026-04-14,chat,bug,alta,"0,89",1.9465517944470951,4.0
TCK-02292,CLI-058,2026-04-14,telefone,cobranca,media,"16,10",33.26994604867434,2.0
TCK-02293,CLI-043,2026-04-14,telefone,cobranca,media,"4,22",11.347103879095503,4.0
TCK-02294,CLI-135,2026-04-14,telefone,bug,alta,"1,74",6.183011675909288,
TCK-02295,CLI-129,2026-04-14,email,bug,media,"2,81",10.621857622599101,5.0
TCK-02296,CLI-145,2026-04-14,chat,cobranca,alta,"3,01",11.040852499328121,4.0
TCK-02297,CLI-031,2026-04-14,telefone,cobranca,baixa,,17.627105644743406,4.0
TCK-02298,CLI-089,2026-04-14,chat,duvida_de_uso,media,"1,14",4.231271279547589,5.0
TCK-02299,CLI-040,2026-04-15,email,duvida_de_uso,baixa,"10,16",19.500919964136703,4.0
TCK-02300,CLI-161,2026-04-15,telefone,elogio,media,"4,10",11.515769106324612,4.0
TCK-02301,CLI-049,2026-04-15,email,bug,critica,"5,87",15.60261929539938,4.0
TCK-02302,CLI-026,2026-04-15,chat,duvida_de_uso,alta,"1,58",2.802369768039494,5.0
TCK-02303,CLI-103,2026-04-15,chat,duvida_de_uso,media,"3,17",10.337188486369799,4.0
TCK-02304,CLI-159,2026-04-15,email,duvida_de_uso,baixa,"2,48",7.076626000281243,4.0
TCK-02305,CLI-165,2026-04-15,chat,cobranca,critica,"1,76",3.45362499201304,5.0
TCK-02306,CLI-018,2026-04-15,email,duvida_de_uso,media,"7,57",17.32271680642638,3.0
TCK-02307,CLI-059,2026-04-15,chat,duvida_de_uso,baixa,"3,38",10.455033311411869,3.0
TCK-02308,CLI-028,2026-04-15,telefone,bug,critica,,8.185689751768033,5.0
TCK-02309,CLI-056,2026-04-15,email,cobranca,media,"7,28",14.524325797075004,3.0
TCK-02310,CLI-097,2026-04-15,chat,bug,media,"2,94",10.851466429925836,4.0
TCK-02311,CLI-051,2026-04-15,email,bug,baixa,"0,60",3.077847371103026,5.0
TCK-02312,CLI-013,2026-04-15,telefone,duvida_de_uso,baixa,"3,66",11.320519131318674,4.0
TCK-02313,CLI-092,2026-04-15,telefone,duvida_de_uso,alta,"7,45",14.143712740481941,4.0
TCK-02314,CLI-010,2026-04-15,email,elogio,media,"12,28",25.726037629252428,4.0
TCK-02315,CLI-041,2026-04-15,chat,cobranca,critica,"0,95",5.297616810770468,5.0
TCK-02316,CLI-001,2026-04-15,chat,cobranca,baixa,"4,27",11.998240290001347,4.0
TCK-02317,CLI-016,2026-04-15,chat,bug,media,"2,45",9.646375752980248,5.0
TCK-02318,CLI-079,2026-04-15,chat,duvida_de_uso,alta,"0,81",3.231662615728535,
TCK-02319,CLI-154,2026-04-15,chat,elogio,media,"0,87",5.354996434009424,4.0
TCK-02320,CLI-140,2026-04-15,chat,duvida_de_uso,media,"0,99",2.7267941635936093,5.0
TCK-02321,CLI-018,2026-04-16,email,cobranca,media,"0,97",2.6719158477850105,
TCK-02322,CLI-007,2026-04-16,email,duvida_de_uso,alta,"1,23",4.3465999547672665,5.0
TCK-02323,CLI-061,2026-04-16,telefone,bug,alta,"4,20",11.179779042341268,4.0
TCK-02324,CLI-118,2026-04-16,email,duvida_de_uso,media,"0,59",6.5685458817175455,5.0
TCK-02325,CLI-135,2026-04-16,chat,bug,media,"1,15",7.863468551768059,4.0
TCK-02326,CLI-149,2026-04-16,email,bug,media,"2,96",7.791788246183884,4.0
TCK-02327,CLI-062,2026-04-16,telefone,bug,media,"1,93",6.935437161185046,5.0
TCK-02328,CLI-031,2026-04-16,chat,bug,baixa,,5.5979794210137745,4.0
TCK-02329,CLI-005,2026-04-16,email,duvida_de_uso,critica,"3,98",11.313577422167059,5.0
TCK-02330,CLI-027,2026-04-16,email,cobranca,baixa,"1,90",6.160015698094352,5.0
TCK-02331,CLI-012,2026-04-16,email,duvida_de_uso,baixa,"2,03",6.7725672920155375,4.0
TCK-02332,CLI-155,2026-04-16,telefone,cobranca,media,"3,52",9.17845483367355,4.0
TCK-02333,CLI-049,2026-04-16,chat,duvida_de_uso,baixa,"3,71",9.370130703624657,4.0
TCK-02334,CLI-149,2026-04-16,chat,bug,baixa,"1,39",4.990924223757881,3.0
TCK-02335,CLI-100,2026-04-16,chat,bug,baixa,"1,45",5.435114041170472,4.0
TCK-02336,CLI-098,2026-04-16,email,elogio,baixa,,4.722610826236178,5.0
TCK-02337,CLI-082,2026-04-16,email,duvida_de_uso,media,"7,39",14.604892569597986,4.0
TCK-02338,CLI-148,2026-04-16,email,elogio,alta,"4,03",11.555469403363805,5.0
TCK-02339,CLI-008,2026-04-16,email,bug,media,"7,07",16.50224902960606,3.0
TCK-02340,CLI-017,2026-04-16,chat,cobranca,media,"4,72",14.319880559564025,2.0
TCK-02341,CLI-077,2026-04-16,telefone,cobranca,media,"2,29",7.677691695895346,4.0
TCK-02342,CLI-072,2026-04-16,telefone,elogio,media,"6,70",14.443190919775258,4.0
TCK-02343,CLI-099,2026-04-16,telefone,bug,media,"4,34",9.873517638812261,4.0
TCK-02344,CLI-133,2026-04-16,chat,elogio,media,"1,48",5.73698963713655,3.0
TCK-02345,CLI-106,2026-04-16,email,duvida_de_uso,media,"2,15",7.703693948162231,5.0
TCK-02346,CLI-047,2026-04-16,chat,cobranca,media,"2,37",6.897988160883724,5.0
TCK-02347,CLI-059,2026-04-16,telefone,duvida_de_uso,baixa,,9.226049973185926,4.0
TCK-02348,CLI-136,2026-04-16,chat,duvida_de_uso,alta,"0,25",2.348345968035008,4.0
TCK-02349,CLI-037,2026-04-16,chat,duvida_de_uso,critica,"1,66",6.020113040716373,4.0
TCK-02350,CLI-091,2026-04-16,chat,cobranca,alta,,9.011243324342347,3.0
TCK-02351,CLI-097,2026-04-16,chat,bug,baixa,"3,21",6.550487610257135,4.0
TCK-02352,CLI-136,2026-04-16,telefone,duvida_de_uso,alta,"3,50",9.703745493698452,5.0
TCK-02353,CLI-129,2026-04-17,chat,duvida_de_uso,media,"3,14",8.984998038844537,3.0
TCK-02354,CLI-084,2026-04-17,email,cobranca,baixa,"2,16",6.202528245478881,5.0
TCK-02355,CLI-056,2026-04-17,email,duvida_de_uso,critica,"5,14",11.36921922739831,4.0
TCK-02356,CLI-067,2026-04-17,chat,cobranca,alta,"2,79",6.909671203091106,4.0
TCK-02357,CLI-075,2026-04-17,email,duvida_de_uso,baixa,"7,79",17.230204866166634,5.0
TCK-02358,CLI-040,2026-04-17,telefone,cobranca,critica,"10,51",23.615053476325038,4.0
TCK-02359,CLI-113,2026-04-17,chat,cobranca,baixa,"4,75",13.350180733322166,3.0
TCK-02360,CLI-038,2026-04-17,chat,cobranca,media,"1,90",4.740939024355507,4.0
TCK-02361,CLI-117,2026-04-17,email,cobranca,baixa,"1,37",5.18108643446166,5.0
TCK-02362,CLI-136,2026-04-17,chat,duvida_de_uso,baixa,"1,15",1.7834654960835907,4.0
TCK-02363,CLI-174,2026-04-17,chat,bug,critica,"6,19",14.312162157840433,3.0
TCK-02364,CLI-022,2026-04-17,email,cobranca,media,"4,11",11.287315130698754,
TCK-02365,CLI-137,2026-04-17,telefone,bug,baixa,"4,78",13.957992995152575,5.0
TCK-02366,CLI-016,2026-04-17,email,bug,alta,"7,06",13.037222537114339,5.0
TCK-02367,CLI-061,2026-04-17,email,cobranca,alta,"3,92",8.425692804333334,5.0
TCK-02368,CLI-032,2026-04-17,email,duvida_de_uso,critica,"8,75",18.965685796258583,2.0
TCK-02369,CLI-030,2026-04-17,chat,duvida_de_uso,critica,"0,73",1.8831091622737572,3.0
TCK-02370,CLI-032,2026-04-17,chat,elogio,critica,"3,32",9.233177287678986,4.0
TCK-02371,CLI-008,2026-04-17,telefone,bug,media,"12,51",26.44597713702601,4.0
TCK-02372,CLI-149,2026-04-17,email,bug,media,"9,23",17.69433151778575,4.0
TCK-02373,CLI-012,2026-04-17,telefone,bug,critica,"9,60",20.476519153987223,
TCK-02374,CLI-072,2026-04-17,chat,bug,baixa,"0,66",2.367034073174218,5.0
TCK-02375,CLI-126,2026-04-17,email,cobranca,baixa,"4,59",13.318936818018315,5.0
TCK-02376,CLI-179,2026-04-17,email,cobranca,media,"3,56",9.71706904005314,5.0
TCK-02377,CLI-154,2026-04-18,email,duvida_de_uso,baixa,"1,91",5.477563052558873,4.0
TCK-02378,CLI-025,2026-04-18,telefone,bug,media,"4,64",9.49632295584001,4.0
TCK-02379,CLI-178,2026-04-18,email,duvida_de_uso,critica,"1,38",6.067981241556752,
TCK-02380,CLI-118,2026-04-18,chat,bug,media,"3,14",10.680909638029318,4.0
TCK-02381,CLI-033,2026-04-18,chat,cobranca,media,"1,07",3.7714398080276093,
TCK-02382,CLI-081,2026-04-18,telefone,duvida_de_uso,media,"5,04",11.409057018774249,4.0
TCK-02383,CLI-166,2026-04-18,chat,bug,alta,"1,19",4.021235865065412,
TCK-02384,CLI-071,2026-04-18,chat,cobranca,baixa,,8.605586249183856,5.0
TCK-02385,CLI-034,2026-04-18,email,cobranca,baixa,"2,81",5.189705835110388,4.0
TCK-02386,CLI-158,2026-04-18,telefone,bug,media,"3,50",11.235672740799584,4.0
TCK-02387,CLI-172,2026-04-18,email,duvida_de_uso,media,"3,78",9.242212174834844,4.0
TCK-02388,CLI-176,2026-04-18,email,duvida_de_uso,media,"2,82",7.963723022641267,
TCK-02389,CLI-173,2026-04-18,telefone,bug,media,"1,62",5.405877539246977,4.0
TCK-02390,CLI-158,2026-04-18,email,bug,baixa,"8,15",18.027258897147668,4.0
TCK-02391,CLI-082,2026-04-18,email,cobranca,alta,"3,91",8.936047617490887,4.0
TCK-02392,CLI-035,2026-04-19,chat,elogio,media,"2,83",9.683018084394586,4.0
TCK-02393,CLI-112,2026-04-19,email,duvida_de_uso,media,"2,82",9.721385377848712,3.0
TCK-02394,CLI-040,2026-04-19,email,duvida_de_uso,alta,"16,42",31.089269202349815,3.0
TCK-02395,CLI-086,2026-04-19,chat,duvida_de_uso,alta,"2,50",8.498807666185956,5.0
TCK-02396,CLI-119,2026-04-19,chat,duvida_de_uso,baixa,"5,06",11.574915438324368,4.0
TCK-02397,CLI-171,2026-04-19,chat,bug,alta,"1,84",6.392448589865961,4.0
TCK-02398,CLI-053,2026-04-19,email,duvida_de_uso,baixa,"5,69",15.533680625744555,5.0
TCK-02399,CLI-046,2026-04-19,chat,elogio,baixa,"2,04",5.654337961594076,5.0
TCK-02400,CLI-133,2026-04-19,telefone,cobranca,alta,"7,53",17.93580021737295,4.0
TCK-02401,CLI-002,2026-04-19,email,elogio,baixa,"2,58",8.333113177483446,5.0
TCK-02402,CLI-102,2026-04-19,email,bug,baixa,"1,45",5.320488996044441,
TCK-02403,CLI-135,2026-04-19,email,duvida_de_uso,alta,"4,71",12.023114739738356,5.0
TCK-02404,CLI-100,2026-04-19,chat,duvida_de_uso,alta,"4,73",11.877692549416947,3.0
TCK-02405,CLI-070,2026-04-19,email,bug,critica,"3,47",7.514844802296256,5.0
TCK-02406,CLI-150,2026-04-19,chat,bug,alta,"1,52",4.8176594939518385,4.0
TCK-02407,CLI-067,2026-04-19,telefone,cobranca,media,,3.616297643275647,5.0
TCK-02408,CLI-128,2026-04-19,email,cobranca,media,"7,95",16.896797486680658,4.0
TCK-02409,CLI-084,2026-04-19,chat,duvida_de_uso,media,"1,11",7.016892528158609,5.0
TCK-02410,CLI-005,2026-04-19,email,bug,alta,"2,79",8.888917275313574,5.0
TCK-02411,CLI-096,2026-04-19,email,duvida_de_uso,media,"2,74",5.778985691912167,5.0
TCK-02412,CLI-009,2026-04-20,chat,bug,baixa,"2,21",6.57548405406462,5.0
TCK-02413,CLI-168,2026-04-20,email,bug,baixa,"5,66",13.535833179678146,4.0
TCK-02414,CLI-109,2026-04-20,telefone,duvida_de_uso,alta,"13,36",28.161539663814644,4.0
TCK-02415,CLI-067,2026-04-20,chat,bug,baixa,,7.268113696051696,
TCK-02416,CLI-088,2026-04-20,email,elogio,media,"1,22",3.340314780253227,5.0
TCK-02417,CLI-112,2026-04-20,email,duvida_de_uso,alta,"3,55",9.304339570372042,5.0
TCK-02418,CLI-047,2026-04-20,email,bug,alta,"4,91",12.69027409311418,4.0
TCK-02419,CLI-052,2026-04-20,telefone,bug,media,"8,84",19.273040393947976,3.0
TCK-02420,CLI-076,2026-04-20,chat,cobranca,baixa,"4,90",10.486926810928775,3.0
TCK-02421,CLI-047,2026-04-20,email,bug,critica,"3,44",11.830438777302028,
TCK-02422,CLI-137,2026-04-20,chat,bug,media,"2,45",7.2584070253069415,
TCK-02423,CLI-019,2026-04-20,chat,duvida_de_uso,media,"2,71",8.17455080010512,4.0
TCK-02424,CLI-149,2026-04-20,chat,bug,critica,"2,46",6.427068035167196,3.0
TCK-02425,CLI-063,2026-04-20,email,duvida_de_uso,baixa,"3,54",11.03998179130565,4.0
TCK-02426,CLI-102,2026-04-20,email,duvida_de_uso,media,"10,71",23.128404028931723,3.0
TCK-02427,CLI-029,2026-04-20,email,bug,baixa,"2,18",7.39072538324065,4.0
TCK-02428,CLI-070,2026-04-20,email,cobranca,baixa,"7,21",14.246835132747428,4.0
TCK-02429,CLI-136,2026-04-20,chat,duvida_de_uso,media,"3,79",11.460863561069717,4.0
TCK-02430,CLI-049,2026-04-20,email,duvida_de_uso,alta,"3,44",10.3303728836685,4.0
TCK-02431,CLI-024,2026-04-20,email,bug,media,"2,06",8.230596719673374,5.0
TCK-02432,CLI-094,2026-04-20,email,duvida_de_uso,alta,"3,89",10.065604915086949,3.0
TCK-02433,CLI-030,2026-04-21,email,bug,alta,"5,83",13.382708378793039,5.0
TCK-02434,CLI-057,2026-04-21,telefone,duvida_de_uso,alta,"0,20",3.086860677379304,
TCK-02435,CLI-082,2026-04-21,chat,bug,baixa,"0,82",7.898871255330908,5.0
TCK-02436,CLI-102,2026-04-21,email,elogio,alta,,2.7344469588579763,5.0
TCK-02437,CLI-116,2026-04-21,chat,bug,baixa,"2,85",6.355399824021827,4.0
TCK-02438,CLI-122,2026-04-21,email,elogio,alta,"4,60",10.71620750823059,4.0
TCK-02439,CLI-152,2026-04-21,telefone,elogio,media,"1,52",4.936310271314469,4.0
TCK-02440,CLI-012,2026-04-21,chat,duvida_de_uso,alta,"1,15",6.968469710770527,
TCK-02441,CLI-066,2026-04-21,chat,bug,baixa,"2,65",5.730228816477304,4.0
TCK-02442,CLI-001,2026-04-21,telefone,duvida_de_uso,media,"0,86",3.714441380248533,
TCK-02443,CLI-002,2026-04-21,telefone,elogio,baixa,"6,08",14.232672336606312,4.0
TCK-02444,CLI-039,2026-04-21,telefone,duvida_de_uso,baixa,,10.564881863772092,4.0
TCK-02445,CLI-108,2026-04-21,email,duvida_de_uso,media,"3,70",10.727167941190126,4.0
TCK-02446,CLI-162,2026-04-21,email,bug,media,"3,94",12.524588857486586,4.0
TCK-02447,CLI-140,2026-04-21,chat,cobranca,alta,"0,75",4.860779240111356,4.0
TCK-02448,CLI-117,2026-04-21,chat,bug,alta,"2,37",6.969211355901674,4.0
TCK-02449,CLI-141,2026-04-21,chat,bug,media,"3,35",10.310496978465705,4.0
TCK-02450,CLI-031,2026-04-21,chat,bug,alta,"1,26",3.209974458893277,4.0
TCK-02451,CLI-152,2026-04-21,email,duvida_de_uso,alta,"1,90",3.8486730097552053,
TCK-02452,CLI-161,2026-04-21,email,cobranca,critica,"12,81",27.53065677648288,3.0
TCK-02453,CLI-018,2026-04-21,chat,cobranca,baixa,"1,04",5.18316172580512,
TCK-02454,CLI-085,2026-04-21,email,bug,media,,9.254635378524465,5.0
TCK-02455,CLI-150,2026-04-21,chat,duvida_de_uso,alta,"5,67",11.933212411914841,4.0
TCK-02456,CLI-086,2026-04-22,chat,cobranca,baixa,"0,48",5.7943602584352885,4.0
TCK-02457,CLI-152,2026-04-22,chat,duvida_de_uso,baixa,"2,02",7.6457114593424516,4.0
TCK-02458,CLI-169,2026-04-22,chat,bug,baixa,"3,30",8.889945329015148,4.0
TCK-02459,CLI-086,2026-04-22,chat,duvida_de_uso,media,"2,12",7.129142456784088,3.0
TCK-02460,CLI-011,2026-04-22,chat,duvida_de_uso,media,,4.251056353919002,4.0
TCK-02461,CLI-062,2026-04-22,email,elogio,alta,"1,37",4.1785251160843355,5.0
TCK-02462,CLI-039,2026-04-22,chat,cobranca,media,"0,34",3.030827697983474,4.0
TCK-02463,CLI-086,2026-04-22,chat,bug,alta,"1,92",6.949164105484254,4.0
TCK-02464,CLI-106,2026-04-22,email,cobranca,baixa,"4,92",11.219261517440989,4.0
TCK-02465,CLI-084,2026-04-22,chat,bug,alta,"1,25",3.04100493971647,5.0
TCK-02466,CLI-036,2026-04-22,telefone,cobranca,alta,"2,83",8.537689651278049,3.0
TCK-02467,CLI-055,2026-04-22,email,duvida_de_uso,baixa,"2,82",9.32752054904294,5.0
TCK-02468,CLI-123,2026-04-22,chat,bug,baixa,,13.706791882082339,4.0
TCK-02469,CLI-005,2026-04-22,telefone,duvida_de_uso,media,,11.652507777951406,4.0
TCK-02470,CLI-039,2026-04-22,telefone,bug,critica,"3,95",11.331235646328741,3.0
TCK-02471,CLI-161,2026-04-22,email,bug,media,"7,53",18.026551304286155,4.0
TCK-02472,CLI-018,2026-04-22,chat,duvida_de_uso,baixa,"0,61",4.224737226981146,3.0
TCK-02473,CLI-075,2026-04-22,telefone,cobranca,baixa,"4,32",7.598602680522711,5.0
TCK-02474,CLI-038,2026-04-22,chat,cobranca,baixa,"1,43",7.311182581519247,5.0
TCK-02475,CLI-019,2026-04-22,email,duvida_de_uso,media,"9,22",18.25795703580784,3.0
TCK-02476,CLI-077,2026-04-22,email,bug,alta,"7,57",14.92453231444848,4.0
TCK-02477,CLI-094,2026-04-22,chat,duvida_de_uso,media,"1,43",3.9143643534222443,4.0
TCK-02478,CLI-032,2026-04-22,email,duvida_de_uso,alta,"2,97",12.072776104098859,3.0
TCK-02479,CLI-015,2026-04-23,email,bug,baixa,"1,64",6.606520631009657,
TCK-02480,CLI-025,2026-04-23,email,cobranca,media,"6,76",13.5982462701417,4.0
TCK-02481,CLI-118,2026-04-23,chat,elogio,alta,"3,46",8.194800151865262,4.0
TCK-02482,CLI-155,2026-04-23,chat,bug,alta,"1,86",6.348229724761475,3.0
TCK-02483,CLI-033,2026-04-23,telefone,cobranca,alta,"3,07",9.348182599366424,5.0
TCK-02484,CLI-058,2026-04-23,chat,duvida_de_uso,baixa,"1,53",6.166321316477114,5.0
TCK-02485,CLI-062,2026-04-23,telefone,bug,media,"8,84",17.51455692569196,4.0
TCK-02486,CLI-065,2026-04-23,telefone,duvida_de_uso,alta,"3,32",9.45254171360141,4.0
TCK-02487,CLI-044,2026-04-23,email,bug,baixa,"2,63",6.809630822829875,5.0
TCK-02488,CLI-010,2026-04-23,chat,bug,alta,"3,78",11.37246500331841,4.0
TCK-02489,CLI-095,2026-04-23,email,elogio,media,"0,27",3.573501883051745,5.0
TCK-02490,CLI-065,2026-04-23,telefone,duvida_de_uso,baixa,"2,93",7.133219023364489,5.0
TCK-02491,CLI-062,2026-04-23,email,bug,alta,"6,91",16.47649908420027,4.0
TCK-02492,CLI-048,2026-04-23,chat,duvida_de_uso,alta,"6,13",14.604552089157446,3.0
TCK-02493,CLI-168,2026-04-23,telefone,elogio,alta,"2,16",6.16941137604068,
TCK-02494,CLI-110,2026-04-23,email,duvida_de_uso,alta,"5,29",13.624128869484888,4.0
TCK-02495,CLI-076,2026-04-23,telefone,elogio,baixa,"2,14",7.804505975019776,5.0
TCK-02496,CLI-037,2026-04-23,email,cobranca,media,"13,54",29.178839068956826,2.0
TCK-02497,CLI-145,2026-04-23,email,bug,critica,"4,13",11.50000770491365,4.0
TCK-02498,CLI-160,2026-04-24,chat,cobranca,baixa,"3,44",8.866998138489713,4.0
TCK-02499,CLI-006,2026-04-24,email,cobranca,media,,1.1120951087864261,
TCK-02500,CLI-168,2026-04-24,chat,cobranca,critica,"1,51",6.002250822090786,
TCK-02501,CLI-126,2026-04-24,telefone,duvida_de_uso,baixa,"6,32",14.889534454652978,5.0
TCK-02502,CLI-018,2026-04-24,email,bug,critica,"1,01",4.903183224729017,5.0
TCK-02503,CLI-136,2026-04-24,chat,bug,media,"2,47",2.9362450586993063,4.0
TCK-02504,CLI-020,2026-04-24,telefone,duvida_de_uso,alta,"10,53",22.964131685095158,
TCK-02505,CLI-010,2026-04-24,chat,cobranca,media,"3,94",8.724628700215986,4.0
TCK-02506,CLI-021,2026-04-24,email,cobranca,alta,"5,43",13.80313072347451,4.0
TCK-02507,CLI-083,2026-04-24,telefone,duvida_de_uso,alta,"2,64",10.311945399584634,4.0
TCK-02508,CLI-112,2026-04-24,email,bug,baixa,"1,30",4.961363462122791,5.0
TCK-02509,CLI-074,2026-04-24,chat,bug,media,"2,11",7.453125053593273,5.0
TCK-02510,CLI-022,2026-04-24,chat,cobranca,critica,"3,54",9.418471662860721,4.0
TCK-02511,CLI-036,2026-04-24,chat,duvida_de_uso,critica,"0,98",5.555825791467628,4.0
TCK-02512,CLI-154,2026-04-24,email,cobranca,critica,"6,53",14.902220838426269,4.0
TCK-02513,CLI-174,2026-04-24,email,bug,media,"4,29",9.953276408536412,3.0
TCK-02514,CLI-136,2026-04-24,chat,duvida_de_uso,media,"1,14",3.6972926283362773,4.0
TCK-02515,CLI-019,2026-04-24,email,elogio,media,"0,77",6.770306943172128,5.0
TCK-02516,CLI-148,2026-04-24,chat,bug,media,"0,60",4.733479395345284,4.0
TCK-02517,CLI-125,2026-04-24,chat,bug,media,"2,05",7.930302347739321,3.0
TCK-02518,CLI-095,2026-04-24,chat,cobranca,baixa,"4,83",12.291792166741185,3.0
TCK-02519,CLI-026,2026-04-24,email,duvida_de_uso,baixa,"1,93",7.931678343889222,5.0
TCK-02520,CLI-180,2026-04-24,email,elogio,media,"8,79",17.469344241833966,5.0
TCK-02521,CLI-080,2026-04-24,telefone,elogio,media,"0,67",4.333457941632714,5.0
TCK-02522,CLI-008,2026-04-24,email,cobranca,media,"3,87",10.721612051399497,4.0
TCK-02523,CLI-038,2026-04-24,email,bug,baixa,"3,58",11.380202439651576,4.0
TCK-02524,CLI-073,2026-04-24,email,duvida_de_uso,alta,"4,95",15.920097582315968,5.0
TCK-02525,CLI-012,2026-04-24,email,cobranca,critica,"4,24",11.246027022895696,4.0
TCK-02526,CLI-059,2026-04-24,telefone,duvida_de_uso,media,"2,62",6.718762702197306,5.0
TCK-02527,CLI-085,2026-04-25,email,elogio,critica,"2,63",5.94685673512309,5.0
TCK-02528,CLI-171,2026-04-25,email,cobranca,alta,"7,05",14.337368577530528,3.0
TCK-02529,CLI-016,2026-04-25,chat,bug,baixa,"2,42",6.186598486723006,5.0
TCK-02530,CLI-104,2026-04-25,email,duvida_de_uso,baixa,"0,33",0.5,
TCK-02531,CLI-165,2026-04-25,email,cobranca,baixa,"2,83",7.087706144023013,3.0
TCK-02532,CLI-146,2026-04-25,telefone,bug,baixa,"3,04",9.545742339741553,4.0
TCK-02533,CLI-167,2026-04-25,chat,bug,media,"1,82",6.38075478508552,4.0
TCK-02534,CLI-031,2026-04-25,email,cobranca,baixa,"6,35",14.049334078745858,4.0
TCK-02535,CLI-145,2026-04-25,email,bug,critica,"2,31",4.722846505566463,4.0
TCK-02536,CLI-177,2026-04-25,email,bug,media,"4,51",12.690730388224452,4.0
TCK-02537,CLI-059,2026-04-25,email,cobranca,media,"10,65",22.93413985759045,3.0
TCK-02538,CLI-090,2026-04-25,chat,cobranca,critica,"4,85",11.716279617226943,4.0
TCK-02539,CLI-096,2026-04-25,chat,duvida_de_uso,critica,"1,28",2.0045932198829766,4.0
TCK-02540,CLI-089,2026-04-25,chat,elogio,alta,"2,47",6.706327255738874,4.0
TCK-02541,CLI-053,2026-04-25,telefone,elogio,alta,"0,20",4.010577577536515,5.0
TCK-02542,CLI-175,2026-04-25,email,duvida_de_uso,critica,"5,66",13.153028501409477,4.0
TCK-02543,CLI-173,2026-04-25,telefone,bug,media,"1,21",5.46768199560573,5.0
TCK-02544,CLI-069,2026-04-25,chat,cobranca,alta,"2,22",8.016778505035827,4.0
TCK-02545,CLI-145,2026-04-25,email,bug,baixa,,9.209362968717082,4.0
TCK-02546,CLI-072,2026-04-25,telefone,cobranca,media,"7,81",18.024486726062108,
TCK-02547,CLI-144,2026-04-25,email,duvida_de_uso,media,"4,53",9.896265906313953,
TCK-02548,CLI-106,2026-04-25,chat,duvida_de_uso,baixa,,4.731068802338193,5.0
TCK-02549,CLI-085,2026-04-25,chat,duvida_de_uso,baixa,"3,56",10.132769894082053,3.0
TCK-02550,CLI-024,2026-04-25,email,duvida_de_uso,baixa,"8,68",19.647971424603476,4.0
TCK-02551,CLI-118,2026-04-25,telefone,elogio,baixa,,4.184418618799331,5.0
TCK-02552,CLI-058,2026-04-25,email,bug,baixa,"2,24",7.237126332185822,4.0
TCK-02553,CLI-040,2026-04-26,telefone,elogio,media,,22.053907890447444,3.0
TCK-02554,CLI-035,2026-04-26,email,bug,alta,"14,43",29.296287172963094,2.0
TCK-02555,CLI-177,2026-04-26,email,cobranca,media,"1,89",6.9733909008086945,5.0
TCK-02556,CLI-019,2026-04-26,email,elogio,alta,"6,97",16.201740957943496,4.0
TCK-02557,CLI-144,2026-04-26,telefone,duvida_de_uso,baixa,"1,89",10.306758743918682,5.0
TCK-02558,CLI-156,2026-04-26,email,bug,alta,"1,44",4.2195438521433974,5.0
TCK-02559,CLI-006,2026-04-26,telefone,cobranca,baixa,"3,40",13.965764793581858,
TCK-02560,CLI-107,2026-04-26,email,cobranca,media,"7,54",14.692251638806171,4.0
TCK-02561,CLI-104,2026-04-26,chat,bug,media,"1,85",6.900036673471024,4.0
TCK-02562,CLI-065,2026-04-26,email,duvida_de_uso,critica,"7,47",14.660419173054631,4.0
TCK-02563,CLI-121,2026-04-26,email,cobranca,critica,"7,96",17.78844927917523,
TCK-02564,CLI-074,2026-04-26,telefone,bug,alta,"2,54",9.04580809613348,
TCK-02565,CLI-080,2026-04-26,email,duvida_de_uso,alta,"2,48",7.511245344202904,5.0
TCK-02566,CLI-078,2026-04-26,chat,duvida_de_uso,media,"1,88",7.852550185170015,4.0
TCK-02567,CLI-145,2026-04-26,chat,bug,alta,"2,28",6.467822442652931,4.0
TCK-02568,CLI-114,2026-04-26,chat,cobranca,baixa,,3.6570732669014974,3.0
TCK-02569,CLI-069,2026-04-26,chat,bug,baixa,"2,44",8.33880618330659,3.0
TCK-02570,CLI-167,2026-04-26,telefone,elogio,critica,"2,70",7.898887366020902,5.0
TCK-02571,CLI-145,2026-04-26,chat,duvida_de_uso,critica,"0,79",3.7069656466855445,4.0
TCK-02572,CLI-168,2026-04-26,chat,duvida_de_uso,media,"7,54",15.953101625196751,2.0
TCK-02573,CLI-132,2026-04-26,chat,duvida_de_uso,baixa,"1,35",6.031652270350986,4.0
TCK-02574,CLI-071,2026-04-26,chat,duvida_de_uso,baixa,"0,45",2.580227638689467,
TCK-02575,CLI-140,2026-04-26,email,cobranca,media,"6,27",14.854648138598224,4.0
TCK-02576,CLI-060,2026-04-26,chat,cobranca,baixa,"0,94",6.471022855549024,5.0
TCK-02577,CLI-049,2026-04-27,email,cobranca,media,"5,84",16.5984047693117,4.0
TCK-02578,CLI-082,2026-04-27,chat,duvida_de_uso,baixa,"1,29",7.437644006322515,5.0
TCK-02579,CLI-175,2026-04-27,telefone,bug,baixa,"14,18",28.762276642915747,
